Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;100;146879;286900;0;47.2693;0;0;0;-1;6.38626e-310
2;100;0;751.146;0;43.2396;0;0;0;-1;6.60187e-310
3;100;0;0.00354442;0;32.86;0;0;0;-1;6.09167e-310
4;100;143.621;196.171;0;42.2756;0;0;0;-1;6.79148e-310
5;100;20.0976;20.2612;0;37.8076;0;0;0;-1;6.75427e-310
6;100;3.12543;6.15566;0;301.177;0;0;0;-1;6.41274e-310
7;100;0;0.00932306;0;38.6008;0;0;0;-1;6.8584e-310
8;100;0.0309339;0.572457;0;7.65989;0;0;0;-1;6.7259e-310
9;100;16.4503;27.1374;0;36.6551;0;0;0;-1;6.57896e-310
10;100;14.4322;35.4798;0;12.1985;0;0;0;-1;6.20203e-310
11;100;8911.12;10672;0;41.2658;0;0;0;-1;6.10487e-310
12;100;0.193431;0.32289;0;106.738;0;0;0;-1;6.56503e-310
13;100;0.205735;0.24637;0;33.2254;0;0;0;-1;6.49515e-310
14;100;0.288956;0.326619;0;33.5917;0;0;0;-1;6.70677e-310
15;100;11.4085;15.8287;0;37.3211;0;0;0;-1;6.17968e-310
16;100;36.3738;38.5815;0;36.4028;0;0;0;-1;6.2596e-310
17;100;3150.15;4465.77;0;44.4313;0;0;0;-1;6.54396e-310
18;100;202.474;227.544;0;45.0424;0;0;0;-1;6.94029e-310
19;100;90.285;94.1586;0;92.7879;0;0;0;-1;6.70056e-310
20;100;80.9843;140.322;0;41.9746;0;0;0;-1;6.08748e-310
21;100;1359.42;2303.8;0;45.9371;0;0;0;-1;6.52479e-310
22;100;401.633;1040.59;0;45.5054;0;0;0;-1;6.16331e-310
23;100;348.234;348.235;0;137.799;0;0;0;-1;6.87172e-310
24;100;387.573;391.836;0;81.2056;0;0;0;-1;6.54764e-310
25;100;200;200;0;111.716;0;0;0;-1;6.56988e-310
26;100;200;200.001;0;448.855;0;0;0;-1;6.20849e-310
27;100;308.094;334.197;0;434.054;0;0;0;-1;6.8479e-310
28;100;2232.79;2320.57;0;177.819;0;0;0;-1;6.94638e-310
29;100;862.981;1262.93;0;173.14;0;0;0;-1;6.74712e-310
30;100;8194.65;9755.28;0;121.238;0;0;0;-1;6.8784e-310
