Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
24;100;385.565;392.011;0;80.9003;0;0;0;-1;7.90505e-323
25;100;200;200;0;111.244;0;0;0;-1;7.90505e-323
1;100;185737;275252;0;49.4648;0;0;0;-1;7.90505e-323
2;100;0;0;0;40.9139;0;0;0;-1;7.90505e-323
3;100;0;0;0;30.3821;0;0;0;-1;7.90505e-323
5;100;20.2376;20.4369;0;34.4773;0;0;0;-1;7.90505e-323
6;100;2.02855;6.28201;0;298.707;0;0;0;-1;7.90505e-323
7;100;0;0;0;19.5972;0;0;0;-1;7.90505e-323
8;100;0.00421976;0.183793;0;6.99814;0;0;0;-1;7.90505e-323
9;100;20.3905;31.4601;0;35.6501;0;0;0;-1;7.90505e-323
10;100;11.1202;24.4249;0;11.5191;0;0;0;-1;7.90505e-323
11;100;9202.5;9878.21;0;40.481;0;0;0;-1;7.90505e-323
12;100;0.227364;0.35084;0;106.588;0;0;0;-1;7.90505e-323
13;100;0.213207;0.257139;0;32.614;0;0;0;-1;7.90505e-323
14;100;0.295603;0.322865;0;32.8337;0;0;0;-1;7.90505e-323
15;100;13.7508;15.777;0;36.7299;0;0;0;-1;7.90505e-323
16;100;37.0512;38.6822;0;35.9041;0;0;0;-1;7.90505e-323
17;100;3075.48;4432.25;0;45.9123;0;0;0;-1;7.90505e-323
18;100;187.659;223.742;0;45.404;0;0;0;-1;7.90505e-323
19;100;91.5653;95.1291;0;97.2389;0;0;0;-1;7.90505e-323
20;100;83.5038;129.256;0;41.0696;0;0;0;-1;7.90505e-323
21;100;1506.58;2237.75;0;43.3965;0;0;0;-1;7.90505e-323
22;100;417.567;1013.95;0;44.6261;0;0;0;-1;7.90505e-323
23;100;348.234;348.235;0;139.171;0;0;0;-1;7.90505e-323
27;100;308.808;342.242;0;434.13;0;0;0;-1;7.90505e-323
28;100;2232.88;2317.02;0;192.685;0;0;0;-1;7.90505e-323
29;100;793.72;1295.32;0;172.002;0;0;0;-1;7.90505e-323
30;100;8455.34;9775.71;0;122.612;0;0;0;-1;7.90505e-323
