Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;30;0;0;0;1.68351;0;0;0;-1;6.6568e-310
2;30;0;0;0;1.44348;0;0;0;-1;6.49611e-310
3;30;0;0;0;0.986153;0;0;0;-1;6.74202e-310
4;30;0;3.37222;0;2.61431;0;0;0;-1;6.65704e-310
5;30;20.0513;20.1193;0;1.34566;0;0;0;-1;6.88555e-310
6;30;0;0.145058;0;19.4188;0;0;0;-1;6.27318e-310
7;30;0;0;0;0.959978;0;0;0;-1;6.42993e-310
8;30;0;0.00123703;0;0.84411;0;0;0;-1;6.69083e-310
9;30;4.97482;7.71306;0;1.51019;0;0;0;-1;6.27235e-310
10;30;0;0.0166554;0;1.20607;0;0;0;-1;6.35568e-310
11;30;486.149;1117.71;0;1.99778;0;0;0;-1;6.56908e-310
12;30;0.0674769;0.126922;0;7.84296;0;0;0;-1;6.55139e-310
13;30;0.0938875;0.124576;0;1.2436;0;0;0;-1;6.93219e-310
14;30;0.170872;0.235025;0;1.2652;0;0;0;-1;6.124e-310
15;30;1.73563;2.10861;0;1.61554;0;0;0;-1;6.55231e-310
16;30;6.86254;8.06233;0;1.56516;0;0;0;-1;6.53398e-310
17;30;55.0002;219.335;0;2.58507;0;0;0;-1;6.22129e-310
18;30;3.37271;6.94904;0;2.04886;0;0;0;-1;6.12844e-310
19;30;2.95749;4.03831;0;6.44168;0;0;0;-1;6.21528e-310
20;30;1.409;2.945;0;2.12909;0;0;0;-1;6.39599e-310
21;30;7.18244;102.302;0;2.38735;0;0;0;-1;6.8604e-310
22;30;20.9002;23.859;0;2.4132;0;0;0;-1;6.50498e-310
23;30;315.243;315.243;0;5.6264;0;0;0;-1;6.80144e-310
24;30;221.606;223.622;0;3.83656;0;0;0;-1;6.30955e-310
25;30;202.518;202.6;0;5.00679;0;0;0;-1;6.56321e-310
26;30;100.092;100.121;0;30.937;0;0;0;-1;6.70005e-310
27;30;300;302.482;0;30.6335;0;0;0;-1;6.10354e-310
28;30;817.206;851.642;0;7.45554;0;0;0;-1;6.58511e-310
29;30;713.921;716.874;0;10.5446;0;0;0;-1;6.15803e-310
30;30;1055.01;2250.64;0;5.92348;0;0;0;-1;6.54028e-310
