Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;30;0;0;0;1.63807;0;0;0;-1;6.74907e-310
2;30;0;0;0;1.42411;0;0;0;-1;6.84514e-310
3;30;0;0;0;0.984928;0;0;0;-1;6.75277e-310
4;30;0;1.43077e-05;0;2.92022;0;0;0;-1;6.947e-310
5;30;20;20.0074;0;1.5048;0;0;0;-1;6.7039e-310
6;30;0;0;0;18.0556;0;0;0;-1;6.50055e-310
7;30;0;0;0;0.942918;0;0;0;-1;6.45866e-310
8;30;0;0;0;0.869677;0;0;0;-1;6.56898e-310
9;30;5.96992;8.9812;0;1.66323;0;0;0;-1;6.63988e-310
10;30;4.68289e-05;0.0475355;0;1.31726;0;0;0;-1;6.62891e-310
11;30;584.214;1256.51;0;2.16873;0;0;0;-1;6.50612e-310
12;30;0.0723382;0.112274;0;7.97806;0;0;0;-1;6.75055e-310
13;30;0.0885589;0.122908;0;1.35708;0;0;0;-1;6.56525e-310
14;30;0.138334;0.22641;0;1.3458;0;0;0;-1;6.51213e-310
15;30;1.45352;2.14177;0;1.72479;0;0;0;-1;6.53807e-310
16;30;6.58093;8.0513;0;1.69799;0;0;0;-1;6.8331e-310
17;30;46.0466;242.938;0;2.88415;0;0;0;-1;6.62126e-310
18;30;2.37531;8.36667;0;2.13343;0;0;0;-1;6.2999e-310
19;30;2.59073;3.95825;0;6.63044;0;0;0;-1;6.62095e-310
20;30;1.04834;3.16488;0;2.32118;0;0;0;-1;6.24404e-310
21;30;2.28382;74.6895;0;2.55559;0;0;0;-1;6.59467e-310
22;30;10.7567;26.6838;0;2.62839;0;0;0;-1;6.54069e-310
23;30;315.244;315.244;0;5.60885;0;0;0;-1;6.11996e-310
24;30;221.649;225.026;0;3.81478;0;0;0;-1;6.32358e-310
25;30;202.52;202.628;0;4.93607;0;0;0;-1;6.36924e-310
26;30;100.082;100.11;0;31.0576;0;0;0;-1;6.7811e-310
27;30;300;300;0;30.6858;0;0;0;-1;6.55865e-310
28;30;830.215;854.792;0;7.43863;0;0;0;-1;6.22082e-310
29;30;714.02;718.213;0;10.4801;0;0;0;-1;6.90523e-310
30;30;854.75;2637.08;0;6.01196;0;0;0;-1;6.34399e-310
