Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;30;0;0;0;1.67401;0;0;0;-1;6.90818e-310
2;30;0;0;0;1.45113;0;0;0;-1;6.43604e-310
3;30;0;0;0;0.988513;0;0;0;-1;6.19367e-310
4;30;0;3.35311;0;2.36815;0;0;0;-1;6.66461e-310
5;30;20.0001;20.0815;0;1.35746;0;0;0;-1;6.50191e-310
6;30;0;0;0;18.1006;0;0;0;-1;6.80293e-310
7;30;0;0;0;0.980941;0;0;0;-1;6.35186e-310
8;30;0;0;0;0.874706;0;0;0;-1;6.10804e-310
9;30;3.98981;8.23535;0;1.54601;0;0;0;-1;6.25614e-310
10;30;0;0.0194313;0;1.23893;0;0;0;-1;6.75839e-310
11;30;777.005;1138.65;0;2.013;0;0;0;-1;6.77617e-310
12;30;0.0781171;0.123416;0;7.84355;0;0;0;-1;6.8125e-310
13;30;0.0938667;0.127288;0;1.25931;0;0;0;-1;6.87588e-310
14;30;0.125532;0.222868;0;1.3524;0;0;0;-1;6.70062e-310
15;30;1.71647;2.11128;0;1.64742;0;0;0;-1;6.8702e-310
16;30;6.75973;8.0344;0;1.58002;0;0;0;-1;6.45859e-310
17;30;47.7806;295.969;0;2.76547;0;0;0;-1;6.19262e-310
18;30;3.18701;7.64717;0;2.07686;0;0;0;-1;6.6941e-310
19;30;2.77827;3.8746;0;6.48012;0;0;0;-1;6.39159e-310
20;30;0.842817;3.37424;0;2.31098;0;0;0;-1;6.2195e-310
21;30;7.87723;90.344;0;2.2873;0;0;0;-1;6.08579e-310
22;30;21.1516;24.0206;0;2.43478;0;0;0;-1;6.32301e-310
23;30;315.244;315.244;0;5.67856;0;0;0;-1;6.89481e-310
24;30;221.832;224.456;0;3.82586;0;0;0;-1;6.1611e-310
25;30;202.52;202.594;0;5.16811;0;0;0;-1;6.35659e-310
26;30;100.076;100.118;0;31.0265;0;0;0;-1;6.5524e-310
27;30;300;300;0;30.6628;0;0;0;-1;6.81367e-310
28;30;835.566;856.377;0;7.61282;0;0;0;-1;6.57011e-310
29;30;713.939;718.107;0;10.5822;0;0;0;-1;6.71862e-310
30;30;1043.68;2228.35;0;6.04973;0;0;0;-1;6.38627e-310
