f;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s30
1-50
2-50
3-50
4-50
5-50
6-50
7-50
8-50
9-50
10-50
11-50
12-50
