Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;50;0.000659962;68.9643;0;15.7578;0;0;0;-1;6.31883e-310
2;50;0;0;0;6.07348;0;0;0;-1;6.66645e-310
3;50;0;0;0;3.98345;0;0;0;-1;6.54738e-310
4;50;0.732585;91.8828;0;11.1718;0;0;0;-1;6.13639e-310
5;50;20.0001;20.0467;0;10.0868;0;0;0;-1;6.63271e-310
6;50;0;0.197116;0;73.9496;0;0;0;-1;6.15037e-310
7;50;0;0;0;3.26174;0;0;0;-1;6.77293e-310
8;50;0;0;0;3.32784;0;0;0;-1;6.8936e-310
9;50;4.9748;11.413;0;10.4304;0;0;0;-1;6.87449e-310
10;50;0;0.00208195;0;5.49457;0;0;0;-1;6.40433e-310
11;50;1926.47;2639.13;0;13.1012;0;0;0;-1;6.41643e-310
12;50;0.0614179;0.0939918;0;45.9272;0;0;0;-1;6.3719e-310
13;50;0.122767;0.149307;0;9.12089;0;0;0;-1;6.57129e-310
14;50;0.220626;0.314701;0;9.14065;0;0;0;-1;6.84838e-310
15;50;3.2927;4.06132;0;10.992;0;0;0;-1;6.31435e-310
16;50;13.8982;15.4144;0;10.7922;0;0;0;-1;6.46648e-310
17;50;678.213;1558.67;0;12.8548;0;0;0;-1;6.73613e-310
18;50;67.9659;105.384;0;13.0956;0;0;0;-1;6.09612e-310
19;50;4.97413;7.00494;0;41.8654;0;0;0;-1;6.43734e-310
20;50;6.42119;13.7586;0;15.431;0;0;0;-1;6.57132e-310
21;50;247.082;520.545;0;16.0884;0;0;0;-1;6.57102e-310
22;50;26.0379;43.0913;0;16.3712;0;0;0;-1;6.15472e-310
23;50;344.001;344.003;0;43.3464;0;0;0;-1;6.51257e-310
24;50;272.938;274.853;0;26.6978;0;0;0;-1;6.35827e-310
25;50;204.856;205.326;0;36.6778;0;0;0;-1;6.12447e-310
26;50;100.12;100.146;0;185.691;0;0;0;-1;6.55733e-310
27;50;300;341.855;0;180.401;0;0;0;-1;6.70679e-310
28;50;1115.75;1161.46;0;59.7604;0;0;0;-1;6.63225e-310
29;50;781.607;804.517;0;69.0659;0;0;0;-1;6.91648e-310
30;50;8051.47;8722.46;0;38.7475;0;0;0;-1;6.68093e-310
