Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;50;2094.06;12184.4;0;19.4393;0;0;0;-1;8.46686e-315
2;50;3.69482e-13;2.12533e-10;0;18.8217;0;0;0;-1;8.46686e-315
3;50;5.68434e-14;9.28443e-14;0;18.8633;0;0;0;-1;8.46686e-315
4;50;0.674517;72.4756;0;19.145;0;0;0;-1;8.46686e-315
5;50;20.0001;20.0697;0;21.4066;0;0;0;-1;8.46686e-315
6;50;0;0.000519378;0;146.217;0;0;0;-1;8.46686e-315
7;50;0;7.57912e-14;0;19.3014;0;0;0;-1;8.46686e-315
8;50;9.95461;21.0748;0;12.8004;0;0;0;-1;8.46686e-315
9;50;15.9681;24.726;0;19.572;0;0;0;-1;8.46686e-315
10;50;366.336;788.643;0;15.9782;0;0;0;-1;8.46686e-315
11;50;3576.77;5220.73;0;24.0154;0;0;0;-1;8.46686e-315
12;50;0.179798;0.454439;0;63.2265;0;0;0;-1;8.46686e-315
