Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.178901;0;0;0;-1;-8.47608e+287
2;10;0;0;0;0.193164;0;0;0;-1;-4.81944e+166
3;10;0;0;0;0.145069;0;0;0;-1;-6.48011e+178
4;10;0;22.0275;0;0.240956;0;0;0;-1;-1.50305e+221
5;10;5.05692e-06;13.9972;0;0.191718;0;0;0;-1;-1.73013e+203
6;10;0;2.73416e-06;0;2.13687;0;0;0;-1;-2.30829e+291
7;10;0;0;0;0.202172;0;0;0;-1;-3.98524e+299
8;10;0;0;0;0.143215;0;0;0;-1;-8.94849e+251
9;10;1.98992;3.51552;0;0.258302;0;0;0;-1;-7.18751e+199
10;10;0;0.0124909;0;0.219111;0;0;0;-1;-1.79314e+230
11;10;0.249818;25.9068;0;0.298174;0;0;0;-1;-4.76588e+222
12;10;0.00606181;0.0408433;0;0.940122;0;0;0;-1;-3.00457e+191
13;10;0.0283286;0.0426441;0;0.17688;0;0;0;-1;-2.01453e+169
14;10;0.034337;0.0583702;0;0.166003;0;0;0;-1;-6.49775e+211
15;10;0.345514;0.395121;0;0.246434;0;0;0;-1;-2.20949e+231
16;10;0.607271;1.10026;0;0.240464;0;0;0;-1;-2.03215e+181
17;10;0.208143;1.33132;0;0.338075;0;0;0;-1;-1.21654e+255
18;10;0.0133082;0.170479;0;0.262233;0;0;0;-1;-4.92652e+193
19;10;0.0327071;0.168885;0;0.797509;0;0;0;-1;-2.01748e+171
20;10;0.0679266;0.137734;0;0.229392;0;0;0;-1;-3.96584e+222
21;10;0.00338457;0.421488;0;0.373323;0;0;0;-1;-1.83469e+219
22;10;0.0241361;0.0564784;0;0.343111;0;0;0;-1;-2.3912e+206
23;10;329.457;329.457;0;0.529985;0;0;0;-1;-1.22582e+285
24;10;107.9;109.412;0;0.502175;0;0;0;-1;-5.08502e+294
25;10;100;127.637;0;0.554094;0;0;0;-1;-1.40482e+238
26;10;100.024;100.056;0;3.28366;0;0;0;-1;-2.29555e+233
27;10;0.689338;71.0775;0;3.29318;0;0;0;-1;-2.11536e+223
28;10;368.795;385.689;0;0.711903;0;0;0;-1;-2.14376e+219
29;10;221.536;221.944;0;1.05134;0;0;0;-1;-5.81987e+294
30;10;462.307;476.638;0;0.714251;0;0;0;-1;-2.58225e+245
