Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.132499;0;0;0;-1;-8.42051e+207
2;10;0;0;0;0.137188;0;0;0;-1;-6.1068e+272
3;10;0;0;0;0.104929;0;0;0;-1;-2.38244e+174
4;10;0;24.3462;0;0.187253;0;0;0;-1;-1.50701e+199
5;10;1.64623;16.335;0;0.149761;0;0;0;-1;-3.14674e+210
6;10;0;0;0;2.25461;0;0;0;-1;-1.63933e+198
7;10;0;0;0;0.150986;0;0;0;-1;-8.3971e+166
8;10;0;0;0;0.105218;0;0;0;-1;-5.79882e+231
9;10;1.98992;2.68639;0;0.194685;0;0;0;-1;-3.05622e+290
10;10;0;0;0;0.178212;0;0;0;-1;-8.97369e+254
11;10;3.60232;14.818;0;0.258105;0;0;0;-1;-1.07088e+305
12;10;0.00742751;0.0408121;0;1.00625;0;0;0;-1;-6.87588e+204
13;10;0.0457533;0.0622703;0;0.131856;0;0;0;-1;-1.51824e+155
14;10;0.0170863;0.0536057;0;0.150257;0;0;0;-1;-5.98462e+280
15;10;0.274336;0.380558;0;0.211177;0;0;0;-1;-3.95391e+202
16;10;0.6516;1.24897;0;0.203414;0;0;0;-1;-2.14313e+303
17;10;0.208143;0.99786;0;0.260808;0;0;0;-1;-3.29861e+221
18;10;0.0124799;0.135553;0;0.230537;0;0;0;-1;-4.15399e+170
19;10;0.0152359;0.101542;0;0.809837;0;0;0;-1;-9.86289e+213
20;10;0.0275138;0.0946611;0;0.210687;0;0;0;-1;-2.91524e+183
21;10;0.000360494;0.373932;0;0.297914;0;0;0;-1;-1.85911e+261
22;10;0.00118541;0.0506569;0;0.314799;0;0;0;-1;-1.12864e+244
23;10;329.457;329.457;0;0.55305;0;0;0;-1;-1.70582e+191
24;10;106.049;108.978;0;0.455559;0;0;0;-1;-2.38753e+188
25;10;100;156.86;0;0.473922;0;0;0;-1;-5.18631e+221
26;10;100.024;100.053;0;3.62184;0;0;0;-1;-2.76465e+231
27;10;0.846227;64.4667;0;3.60655;0;0;0;-1;-8.38332e+193
28;10;368.842;373.122;0;0.690298;0;0;0;-1;-8.33013e+263
29;10;221.54;222.172;0;1.11427;0;0;0;-1;-3.19987e+255
30;10;462.307;464.603;0;0.66309;0;0;0;-1;-1.84142e+284
