Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.124775;0;0;0;-1;-1.31806e+296
2;10;0;0;0;0.129429;0;0;0;-1;-5.24087e+168
3;10;0;0;0;0.101744;0;0;0;-1;-1.83693e+198
4;10;0;23.1868;0;0.160191;0;0;0;-1;-5.48619e+218
5;10;19.9734;19.9952;0;0.137529;0;0;0;-1;-1.50499e+202
6;10;0;0;0;2.01576;0;0;0;-1;-1.03436e+300
7;10;0;0;0;0.150802;0;0;0;-1;-6.99621e+305
8;10;0;0;0;0.0948674;0;0;0;-1;-7.07243e+282
9;10;1.98992;2.81939;0;0.169383;0;0;0;-1;-5.63829e+205
10;10;0;0;0;0.154498;0;0;0;-1;-1.25249e+233
11;10;7.01728;24.6852;0;0.238625;0;0;0;-1;-4.41527e+263
12;10;0.00253595;0.0358983;0;0.904898;0;0;0;-1;-7.45987e+233
13;10;0.0369448;0.0511603;0;0.128092;0;0;0;-1;-5.66373e+267
14;10;0.0341559;0.0588223;0;0.134097;0;0;0;-1;-3.34356e+208
15;10;0.290685;0.367445;0;0.174368;0;0;0;-1;-5.18037e+271
16;10;0.536569;1.23929;0;0.177964;0;0;0;-1;-9.3981e+304
17;10;0.208143;1.42245;0;0.222906;0;0;0;-1;-7.33095e+224
18;10;0.106509;0.269389;0;0.217655;0;0;0;-1;-1.20261e+162
19;10;0.0210986;0.0874785;0;0.728893;0;0;0;-1;-2.0979e+213
20;10;0.0225213;0.118218;0;0.175014;0;0;0;-1;-4.83212e+244
21;10;0.00403094;0.198669;0;0.271068;0;0;0;-1;-1.17827e+299
22;10;0.0170791;0.0492021;0;0.288327;0;0;0;-1;-1.14911e+190
23;10;329.457;329.457;0;0.475546;0;0;0;-1;-3.1966e+208
24;10;105.425;108.838;0;0.396576;0;0;0;-1;-7.60801e+224
25;10;100;126.765;0;0.440835;0;0;0;-1;-1.25138e+204
26;10;100.022;100.053;0;3.37294;0;0;0;-1;-2.4299e+295
27;10;0.963049;41.256;0;3.29807;0;0;0;-1;-inf
28;10;360.061;376.806;0;0.640135;0;0;0;-1;-3.3781e+301
29;10;221.54;222.257;0;1.04859;0;0;0;-1;-6.23642e+275
30;10;462.307;466.099;0;0.619137;0;0;0;-1;-2.34864e+221
