Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.262584;0;0;0;-1;-1.37641e+292
2;10;0;0;0;0.301607;0;0;0;-1;-6.18634e+227
3;10;0;0;0;0.207708;0;0;0;-1;-6.00968e+301
4;10;0;25.5055;0;0.371022;0;0;0;-1;-1.89398e+225
5;10;1.92308e-05;11.5529;0;0.246497;0;0;0;-1;-7.80172e+245
6;10;0;0;0;2.44437;0;0;0;-1;-7.18673e+197
7;10;0;0.000739604;0;0.309697;0;0;0;-1;-2.8673e+241
8;10;0;0;0;0.225176;0;0;0;-1;-1.84537e+224
9;10;1.98992;3.08438;0;0.295691;0;0;0;-1;-1.30136e+287
10;10;0;0;0;0.284299;0;0;0;-1;-8.59879e+155
11;10;3.47759;31.8001;0;0.3553;0;0;0;-1;-4.08264e+238
12;10;0.0133979;0.0383511;0;1.1706;0;0;0;-1;-1.47344e+208
13;10;0.0264081;0.0442556;0;0.254121;0;0;0;-1;-inf
14;10;0.0250677;0.0517511;0;0.228468;0;0;0;-1;-2.11613e+306
15;10;0.295422;0.385772;0;0.335493;0;0;0;-1;-2.35049e+201
16;10;0.550487;0.973859;0;0.280721;0;0;0;-1;-1.65696e+277
17;10;0;1.55035;0;0.415063;0;0;0;-1;-2.48071e+249
18;10;0.0582359;0.218094;0;0.440461;0;0;0;-1;-2.07466e+290
19;10;0.020577;0.147565;0;0.971237;0;0;0;-1;-1.61313e+289
20;10;0.047913;0.112518;0;0.338082;0;0;0;-1;-7.02978e+179
21;10;0.0360402;0.370181;0;0.506268;0;0;0;-1;-3.74348e+210
22;10;0.0247385;0.0663571;0;0.453057;0;0;0;-1;-2.59355e+201
23;10;329.457;329.457;0;0.695986;0;0;0;-1;-4.39424e+295
24;10;106.595;109.056;0;0.616338;0;0;0;-1;-1.11622e+260
25;10;100;139.099;0;0.684761;0;0;0;-1;-5.32052e+166
26;10;100.021;100.054;0;3.79433;0;0;0;-1;-4.65999e+238
27;10;0.783603;77.7534;0;3.6927;0;0;0;-1;-1.51419e+271
28;10;368.85;387.547;0;0.875031;0;0;0;-1;-2.47579e+283
29;10;221.54;222.106;0;1.38076;0;0;0;-1;-1.17273e+275
30;10;462.307;467.482;0;0.86839;0;0;0;-1;-7.62631e+206
