Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.337237;0;0;0;-1;-1.17048e+266
2;10;0;0;0;0.375089;0;0;0;-1;-2.2427e+280
3;10;0;0;0;0.294491;0;0;0;-1;-1.68005e+249
4;10;0;31.3022;0;0.428241;0;0;0;-1;-1.5471e+227
5;10;1.90444e-05;13.1908;0;0.221518;0;0;0;-1;-4.60758e+297
6;10;0;0;0;2.31297;0;0;0;-1;-7.62332e+277
7;10;0;0.00213489;0;0.316253;0;0;0;-1;-1.65067e+239
8;10;0;0;0;0.250141;0;0;0;-1;-5.59081e+266
9;10;0.994959;2.85222;0;0.254492;0;0;0;-1;-3.54868e+305
10;10;0;0;0;0.296288;0;0;0;-1;-4.60221e+190
11;10;0.439274;19.1325;0;0.305709;0;0;0;-1;-6.45224e+163
12;10;0.017121;0.0558085;0;0.942284;0;0;0;-1;-1.01384e+302
13;10;0.0240783;0.058194;0;0.188265;0;0;0;-1;-5.9639e+188
14;10;0.0490468;0.0826211;0;0.184327;0;0;0;-1;-6.15878e+164
15;10;0.22458;0.342077;0;0.269848;0;0;0;-1;-5.99429e+187
16;10;0.451044;0.82189;0;0.23172;0;0;0;-1;-3.84181e+170
17;10;0.208143;1.95633;0;0.419359;0;0;0;-1;-3.84643e+253
18;10;0.0227571;0.308656;0;0.411197;0;0;0;-1;-3.1926e+227
19;10;0.0256215;0.0939757;0;0.862432;0;0;0;-1;-8.76722e+157
20;10;0.0624061;0.0989076;0;0.295534;0;0;0;-1;-2.13259e+263
21;10;0.0025682;0.389889;0;0.542636;0;0;0;-1;-7.55357e+239
22;10;0.0168482;0.0604821;0;0.42807;0;0;0;-1;-8.54627e+194
23;10;329.457;329.457;0;0.68292;0;0;0;-1;-2.27965e+199
24;10;106.049;109.349;0;0.506889;0;0;0;-1;-4.49272e+306
25;10;100;153.625;0;0.651023;0;0;0;-1;-1.79333e+306
26;10;100.019;100.053;0;3.49269;0;0;0;-1;-1.43136e+203
27;10;0.836909;67.868;0;3.52544;0;0;0;-1;-8.76879e+287
28;10;356.827;378.261;0;0.927867;0;0;0;-1;-9.35032e+222
29;10;221.541;222.181;0;1.41657;0;0;0;-1;-3.02781e+292
30;10;462.307;471.225;0;0.958411;0;0;0;-1;-inf
