Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.277291;0;0;0;-1;-1.74132e+226
2;10;0;0;0;0.286769;0;0;0;-1;-1.90086e+175
3;10;0;0;0;0.226656;0;0;0;-1;-6.4938e+303
4;10;34.7803;34.7803;0;0.37105;0;0;0;-1;-1.46812e+168
5;10;2.01597;17.0069;0;0.189219;0;0;0;-1;-2.40205e+179
6;10;0;0;0;2.35007;0;0;0;-1;-6.14946e+177
7;10;0;0.00147934;0;0.268509;0;0;0;-1;-2.59478e+178
8;10;0;0;0;0.193784;0;0;0;-1;-1.00955e+264
9;10;1.98992;2.5869;0;0.237279;0;0;0;-1;-1.27764e+222
10;10;0;0.00624544;0;0.28011;0;0;0;-1;-1.07117e+257
11;10;10.2449;22.9742;0;0.284871;0;0;0;-1;-3.16263e+240
12;10;0.0211819;0.0524223;0;0.923786;0;0;0;-1;-1.86591e+191
13;10;0.0211431;0.0564519;0;0.205279;0;0;0;-1;-5.0809e+192
14;10;0.038779;0.0755749;0;0.18939;0;0;0;-1;-2.7098e+300
15;10;0.309187;0.40873;0;0.260187;0;0;0;-1;-1.84442e+304
16;10;1.12442;1.29295;0;0.227897;0;0;0;-1;-2.27816e+286
17;10;0.208143;2.65529;0;0.396314;0;0;0;-1;-1.00286e+171
18;10;0.0344066;0.26656;0;0.344464;0;0;0;-1;-4.2379e+245
19;10;0.0289204;0.0927965;0;0.828127;0;0;0;-1;-1.07154e+184
20;10;0.0391196;0.134633;0;0.279411;0;0;0;-1;-1.01044e+161
21;10;0.0041316;0.301588;0;0.442028;0;0;0;-1;-1.6233e+297
22;10;0.0321767;0.0971833;0;0.382712;0;0;0;-1;-5.678e+301
23;10;329.457;329.457;0;0.634249;0;0;0;-1;-1.20627e+291
24;10;107.35;109.518;0;0.517845;0;0;0;-1;-4.45919e+208
25;10;100;148.433;0;0.64108;0;0;0;-1;-8.07921e+248
26;10;100.019;100.051;0;3.54519;0;0;0;-1;-6.83876e+164
27;10;0.746135;87.7252;0;3.44732;0;0;0;-1;-1.56161e+192
28;10;356.827;401.808;0;0.836798;0;0;0;-1;-2.69367e+251
29;10;221.539;222.039;0;1.25422;0;0;0;-1;-5.57223e+298
30;10;462.307;469.344;0;0.846162;0;0;0;-1;-2.60879e+241
