Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.124182;0;0;0;-1;-3.70416e+196
2;10;0;0;0;0.139132;0;0;0;-1;-6.38648e+251
3;10;0;0;0;0.0959728;0;0;0;-1;-1.42835e+252
4;10;0;28.9836;0;0.182142;0;0;0;-1;-3.79107e+250
5;10;0.00258081;18.6617;0;0.133139;0;0;0;-1;-4.11268e+248
6;10;0;0;0;1.99955;0;0;0;-1;-2.43336e+294
7;10;0;0.00500945;0;0.166025;0;0;0;-1;-4.47314e+208
8;10;0;0;0;0.102274;0;0;0;-1;-5.6544e+294
9;10;1.98992;3.11754;0;0.171511;0;0;0;-1;-3.37983e+159
10;10;0;0;0;0.156627;0;0;0;-1;-7.12847e+237
11;10;3.66478;49.3811;0;0.234328;0;0;0;-1;-5.32857e+167
12;10;0.0141928;0.0494883;0;0.917848;0;0;0;-1;-6.5529e+292
13;10;0.0119282;0.0458791;0;0.127888;0;0;0;-1;-7.52653e+155
14;10;0.0549225;0.0767461;0;0.130918;0;0;0;-1;-1.26001e+157
15;10;0.301563;0.378313;0;0.187281;0;0;0;-1;-4.34177e+241
16;10;0.762312;1.15986;0;0.175815;0;0;0;-1;-5.35528e+172
17;10;0.416286;1.0295;0;0.23366;0;0;0;-1;-5.55067e+191
18;10;0.0147783;0.159222;0;0.216026;0;0;0;-1;-1.30275e+300
19;10;0.020669;0.0816647;0;0.781335;0;0;0;-1;-9.91571e+284
20;10;0.0783838;0.238345;0;0.188315;0;0;0;-1;-1.2867e+225
21;10;0.00759261;0.363219;0;0.277651;0;0;0;-1;-1.47102e+300
22;10;0.0156392;0.0712002;0;0.290696;0;0;0;-1;-2.38743e+177
23;10;329.457;329.457;0;0.480098;0;0;0;-1;-2.95005e+255
24;10;107.875;109.072;0;0.413475;0;0;0;-1;-3.41847e+242
25;10;100;118.473;0;0.45996;0;0;0;-1;-1.09445e+205
26;10;100.02;100.057;0;3.43557;0;0;0;-1;-1.42828e+177
