Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.234539;0;0;0;-1;-2.01364e+276
2;10;0;0;0;0.280429;0;0;0;-1;-1.90603e+184
3;10;0;0;0;0.187456;0;0;0;-1;-2.15409e+186
4;10;0;31.3022;0;0.357215;0;0;0;-1;-2.88797e+223
5;10;5.78604e-05;15.0155;0;0.210533;0;0;0;-1;-7.94307e+248
6;10;0;0;0;2.35045;0;0;0;-1;-1.23151e+161
7;10;0;0.000247034;0;0.230471;0;0;0;-1;-6.21327e+299
8;10;0;0;0;0.191202;0;0;0;-1;-4.77358e+164
9;10;1.98993;3.25021;0;0.265652;0;0;0;-1;-3.85111e+242
10;10;0;0.00624544;0;0.266281;0;0;0;-1;-1.08285e+268
11;10;7.01742;22.7547;0;0.317648;0;0;0;-1;-1.63089e+162
12;10;0.00802941;0.0391784;0;1.0062;0;0;0;-1;-2.5556e+278
13;10;0.0454604;0.0568741;0;0.184027;0;0;0;-1;-1.00823e+231
14;10;0.0349295;0.0606426;0;0.1932;0;0;0;-1;-1.77187e+288
15;10;0.290588;0.38392;0;0.268995;0;0;0;-1;-3.18018e+171
16;10;0.400304;1.15423;0;0.258471;0;0;0;-1;-8.85731e+162
17;10;0.208143;1.8679;0;0.399752;0;0;0;-1;-7.02032e+180
18;10;0.00103737;0.206816;0;0.368632;0;0;0;-1;-3.92319e+286
19;10;0.0300568;0.194285;0;0.835166;0;0;0;-1;-1.56288e+286
20;10;0.0313358;0.0780241;0;0.273172;0;0;0;-1;-2.35565e+277
21;10;0.0229451;0.451386;0;0.431367;0;0;0;-1;-1.89267e+188
22;10;0.010469;0.113619;0;0.377848;0;0;0;-1;-1.36901e+156
23;10;329.457;329.457;0;0.616758;0;0;0;-1;-2.47509e+241
24;10;107.98;109.256;0;0.503908;0;0;0;-1;-3.18513e+282
25;10;100;132.944;0;0.555702;0;0;0;-1;-3.70337e+221
26;10;100.012;100.055;0;3.48933;0;0;0;-1;-3.69811e+240
27;10;1.10176;67.8685;0;3.45163;0;0;0;-1;-8.84504e+255
28;10;356.857;381.808;0;0.79747;0;0;0;-1;-2.42864e+207
29;10;221.533;222.146;0;1.20821;0;0;0;-1;-8.32899e+291
30;10;462.307;467.588;0;0.786728;0;0;0;-1;-1.17618e+205
