Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.197137;0;0;0;-1;-6.32033e+189
2;10;0;0;0;0.211069;0;0;0;-1;-1.54172e+263
3;10;0;0;0;0.163591;0;0;0;-1;-1.82287e+266
4;10;0;28.9836;0;0.28984;0;0;0;-1;-9.19535e+213
5;10;9.73706e-06;13.5471;0;0.235467;0;0;0;-1;-3.65764e+276
6;10;0;9.47647e-05;0;2.14074;0;0;0;-1;-2.41406e+193
7;10;0;0;0;0.193925;0;0;0;-1;-8.15084e+183
8;10;0;0;0;0.156065;0;0;0;-1;-1.14982e+194
9;10;1.98992;2.81905;0;0.277187;0;0;0;-1;-7.72748e+241
10;10;0;0.0166545;0;0.242985;0;0;0;-1;-4.14579e+235
11;10;0.374727;37.2999;0;0.306933;0;0;0;-1;-8.56338e+259
12;10;0.0055029;0.0334416;0;0.94835;0;0;0;-1;-5.00569e+174
13;10;0.030517;0.0506032;0;0.189253;0;0;0;-1;-2.77827e+298
14;10;0.048706;0.0787823;0;0.182791;0;0;0;-1;-2.74735e+206
15;10;0.350288;0.424264;0;0.259337;0;0;0;-1;-5.8319e+206
16;10;0.768362;1.30215;0;0.249946;0;0;0;-1;-3.04309e+178
17;10;0.208143;1.55626;0;0.385151;0;0;0;-1;-1.76201e+164
18;10;0.0159653;0.295846;0;0.339819;0;0;0;-1;-7.56531e+163
19;10;0.020733;0.0910158;0;0.842757;0;0;0;-1;-4.91519e+203
20;10;0.0364687;0.172108;0;0.270937;0;0;0;-1;-4.39037e+208
21;10;0.0490833;0.579835;0;0.382191;0;0;0;-1;-2.3567e+183
22;10;0.000384417;0.0540214;0;0.358569;0;0;0;-1;-1.59546e+227
23;10;329.457;329.457;0;0.554929;0;0;0;-1;-1.68324e+257
24;10;107.901;109.782;0;0.525849;0;0;0;-1;-4.37798e+230
25;10;108.441;139.957;0;0.572825;0;0;0;-1;-1.05543e+157
26;10;100.016;100.048;0;3.31563;0;0;0;-1;-6.4872e+258
27;10;0.91536;51.2602;0;3.32828;0;0;0;-1;-9.12136e+260
28;10;369.371;381.338;0;0.739225;0;0;0;-1;-5.24163e+209
29;10;221.536;222.262;0;1.08455;0;0;0;-1;-1.99054e+171
30;10;462.3;464.106;0;0.724708;0;0;0;-1;-2.47818e+159
