Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.480037;0;0;0;-1;-7.3565e+186
2;10;0;0;0;0.528155;0;0;0;-1;-3.31701e+213
3;10;0;0;0;0.385545;0;0;0;-1;-4.84558e+293
4;10;0;30.1429;0;0.666964;0;0;0;-1;-7.41939e+200
5;10;2.64825e-05;12.7094;0;0.359353;0;0;0;-1;-9.96843e+159
6;10;0;0;0;2.75827;0;0;0;-1;-1.87547e+163
7;10;0;0.000246565;0;0.470033;0;0;0;-1;-4.67892e+261
8;10;0;0;0;0.355175;0;0;0;-1;-1.23793e+275
9;10;0.995394;2.85253;0;0.425723;0;0;0;-1;-4.33627e+225
10;10;0;0.00416363;0;0.446777;0;0;0;-1;-1.09344e+246
11;10;6.89248;29.8241;0;0.48608;0;0;0;-1;-3.6614e+185
12;10;0.00364563;0.041898;0;1.30045;0;0;0;-1;-9.82247e+295
13;10;0.0260246;0.0536673;0;0.349409;0;0;0;-1;-4.0217e+252
14;10;0.0381441;0.0625174;0;0.326891;0;0;0;-1;-1.63915e+177
15;10;0.231874;0.391512;0;0.456028;0;0;0;-1;-5.0342e+154
16;10;0.649755;1.15626;0;0.449387;0;0;0;-1;-4.51718e+293
17;10;0.208143;1.58614;0;0.691676;0;0;0;-1;-6.07327e+155
18;10;0.0100536;0.205128;0;0.6605;0;0;0;-1;-1.5815e+223
19;10;0.0222904;0.0955193;0;1.13028;0;0;0;-1;-1.30473e+231
20;10;0.0443546;0.151571;0;0.484104;0;0;0;-1;-2.65638e+235
21;10;0.0053374;0.398973;0;0.794391;0;0;0;-1;-3.76552e+267
22;10;0.0135667;0.060448;0;0.589896;0;0;0;-1;-8.20312e+189
23;10;329.457;329.457;0;0.883581;0;0;0;-1;-6.81043e+202
24;10;100;108.664;0;0.697522;0;0;0;-1;-2.19051e+248
25;10;100;132.073;0;0.782478;0;0;0;-1;-1.67884e+198
26;10;100.019;100.052;0;3.8179;0;0;0;-1;-4.3175e+204
