Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.0856582;0;0;0;-1;6.56871e-310
2;10;0;0;0;0.0850903;0;0;0;-1;6.5074e-310
3;10;0;0;0;0.0674614;0;0;0;-1;6.57454e-310
4;10;0;27.8242;0;0.1264;0;0;0;-1;6.23863e-310
5;10;0.000958646;13.9998;0;0.114023;0;0;0;-1;6.94652e-310
6;10;0;0;0;1.96298;0;0;0;-1;6.36049e-310
7;10;0;0;0;0.104888;0;0;0;-1;6.66862e-310
8;10;0;0;0;0.0753162;0;0;0;-1;6.45152e-310
9;10;0.994959;2.85222;0;0.129583;0;0;0;-1;6.89418e-310
10;10;0;0;0;0.126091;0;0;0;-1;6.64433e-310
11;10;6.89238;23.9397;0;0.187067;0;0;0;-1;6.80067e-310
12;10;0.0118801;0.0466218;0;0.836338;0;0;0;-1;6.12015e-310
13;10;0.0287959;0.0439237;0;0.099748;0;0;0;-1;6.62034e-310
14;10;0.0382425;0.0683074;0;0.104883;0;0;0;-1;6.22681e-310
15;10;0.261384;0.405057;0;0.138721;0;0;0;-1;6.89885e-310
16;10;0.827545;1.32115;0;0.13925;0;0;0;-1;6.46626e-310
17;10;0.416286;1.82614;0;0.172034;0;0;0;-1;6.39146e-310
18;10;0.0117678;0.214261;0;0.164074;0;0;0;-1;6.61862e-310
19;10;0.0493163;0.112741;0;0.674596;0;0;0;-1;6.89687e-310
20;10;0.0182945;0.196143;0;0.158251;0;0;0;-1;6.18651e-310
21;10;0.147665;0.350279;0;0.206971;0;0;0;-1;6.90857e-310
22;10;0.0239401;0.0753702;0;0.25899;0;0;0;-1;6.31804e-310
23;10;329.457;329.457;0;0.4118;0;0;0;-1;6.37696e-310
24;10;105.896;108.91;0;0.371155;0;0;0;-1;6.25917e-310
25;10;100;135.083;0;0.399442;0;0;0;-1;6.17001e-310
26;10;100.014;100.052;0;3.21015;0;0;0;-1;6.40093e-310
27;10;0.862571;47.9464;0;3.19878;0;0;0;-1;6.39591e-310
28;10;356.827;399.316;0;0.57261;0;0;0;-1;6.79564e-310
29;10;221.539;222.041;0;0.932665;0;0;0;-1;6.17477e-310
30;10;462.307;472.494;0;0.556618;0;0;0;-1;6.73385e-310
