Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.264357;0;0;0;-1;-2.6236e+233
2;10;0;0;0;0.298229;0;0;0;-1;-1.01396e+215
3;10;0;0;0;0.229438;0;0;0;-1;-7.86149e+280
4;10;0;25.5055;0;0.351054;0;0;0;-1;-6.34044e+211
5;10;3.36044e-05;14.6687;0;0.231615;0;0;0;-1;-1.12041e+171
6;10;0;0;0;2.31225;0;0;0;-1;-7.93689e+280
7;10;0;0.0004107;0;0.245104;0;0;0;-1;-7.86924e+204
8;10;0;0;0;0.200188;0;0;0;-1;-7.8364e+218
9;10;0.994959;2.1227;0;0.277687;0;0;0;-1;-3.87579e+180
10;10;0;0;0;0.258552;0;0;0;-1;-8.74341e+294
11;10;3.53989;21.9119;0;0.342152;0;0;0;-1;-1.805e+160
12;10;0.0060263;0.0417197;0;1.10467;0;0;0;-1;-1.26224e+224
13;10;0.0247087;0.0508352;0;0.235013;0;0;0;-1;-2.59663e+253
14;10;0.0361132;0.0692627;0;0.227137;0;0;0;-1;-4.11323e+171
15;10;0.294928;0.37414;0;0.312364;0;0;0;-1;-2.00545e+289
16;10;0.855371;1.26431;0;0.273304;0;0;0;-1;-6.0231e+174
17;10;0;1.3026;0;0.442784;0;0;0;-1;-2.11482e+213
18;10;0.00906107;0.109852;0;0.365805;0;0;0;-1;-4.31585e+279
19;10;0.0291477;0.125448;0;0.956286;0;0;0;-1;-1.04422e+278
20;10;0.00872365;0.0956524;0;0.319253;0;0;0;-1;-1.7095e+270
21;10;3.6722e-05;0.378718;0;0.495859;0;0;0;-1;-7.61962e+190
22;10;0.0319857;0.0556786;0;0.41077;0;0;0;-1;-1.99634e+228
23;10;329.457;329.457;0;0.659597;0;0;0;-1;-inf
24;10;107.381;109.214;0;0.579302;0;0;0;-1;-inf
25;10;107.174;144.042;0;0.646743;0;0;0;-1;-1.99796e+264
26;10;100.017;100.052;0;3.79289;0;0;0;-1;-2.5164e+250
27;10;0.811041;44.5205;0;3.7541;0;0;0;-1;-1.25922e+258
28;10;368.825;385.655;0;0.891617;0;0;0;-1;-5.8751e+229
29;10;221.539;222.154;0;1.29423;0;0;0;-1;-5.55154e+228
30;10;462.307;468.848;0;0.884103;0;0;0;-1;-6.60349e+183
