Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.112702;0;0;0;-1;6.34143e-310
2;10;0;0;0;0.117831;0;0;0;-1;6.13791e-310
3;10;0;0;0;0.0896867;0;0;0;-1;6.25333e-310
4;10;0;24.3462;0;0.156817;0;0;0;-1;6.62812e-310
5;10;1.64762;19.3934;0;0.116603;0;0;0;-1;6.47762e-310
6;10;0;0;0;1.9732;0;0;0;-1;6.84195e-310
7;10;0;0;0;0.131152;0;0;0;-1;6.47633e-310
8;10;0;0;0;0.0928856;0;0;0;-1;6.59129e-310
9;10;0.994959;2.45423;0;0.151832;0;0;0;-1;6.80225e-310
10;10;0;0.00208181;0;0.146395;0;0;0;-1;6.87987e-310
11;10;3.66478;16.6403;0;0.206642;0;0;0;-1;6.19767e-310
12;10;0.00421131;0.0588262;0;0.851632;0;0;0;-1;6.2564e-310
13;10;0.0448816;0.0663024;0;0.11692;0;0;0;-1;6.68036e-310
14;10;0.0606003;0.0845623;0;0.113974;0;0;0;-1;6.47792e-310
15;10;0.316408;0.41605;0;0.151427;0;0;0;-1;6.47191e-310
16;10;0.299509;1.00667;0;0.155332;0;0;0;-1;6.39427e-310
17;10;0.208143;3.17553;0;0.196735;0;0;0;-1;6.16442e-310
18;10;0.0167158;0.111211;0;0.178864;0;0;0;-1;6.66253e-310
19;10;0.00829784;0.0833277;0;0.692914;0;0;0;-1;6.94374e-310
20;10;0.0577371;0.151951;0;0.160483;0;0;0;-1;6.84691e-310
21;10;0.00301004;0.326267;0;0.233496;0;0;0;-1;6.56057e-310
22;10;0.0477448;0.0853572;0;0.276964;0;0;0;-1;6.73534e-310
23;10;329.457;329.457;0;0.441059;0;0;0;-1;6.80744e-310
24;10;107.381;109.239;0;0.391665;0;0;0;-1;6.60297e-310
25;10;100;143.532;0;0.423825;0;0;0;-1;6.24969e-310
26;10;100.02;100.058;0;3.23007;0;0;0;-1;6.18602e-310
27;10;0.781888;51.2776;0;3.22511;0;0;0;-1;6.56873e-310
28;10;369.371;398.035;0;0.611878;0;0;0;-1;6.57397e-310
29;10;221.521;222.095;0;0.978688;0;0;0;-1;6.09846e-310
30;10;462.307;467.522;0;0.606379;0;0;0;-1;6.59248e-310
