Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.240831;0;0;0;-1;-1.01039e+226
2;10;0;0;0;0.262044;0;0;0;-1;-1.09688e+211
3;10;0;0;0;0.201742;0;0;0;-1;-1.49876e+156
4;10;0;28.9836;0;0.333375;0;0;0;-1;-4.73246e+197
5;10;0.000156125;8.67045;0;0.218625;0;0;0;-1;-3.20388e+178
6;10;0;0.000199268;0;2.24317;0;0;0;-1;-1.40004e+301
7;10;0;0.0013143;0;0.24411;0;0;0;-1;-5.02141e+212
8;10;0;0;0;0.188168;0;0;0;-1;-1.99137e+168
9;10;1.98992;3.08439;0;0.247631;0;0;0;-1;-1.71411e+291
10;10;0;0;0;0.25122;0;0;0;-1;-3.00261e+289
11;10;3.60233;37.9258;0;0.315879;0;0;0;-1;-4.92125e+241
12;10;0.00535879;0.0370356;0;1.04896;0;0;0;-1;-3.14901e+275
13;10;0.041761;0.0542926;0;0.200965;0;0;0;-1;-3.35383e+201
14;10;0.0411611;0.0632357;0;0.182542;0;0;0;-1;-9.4994e+223
15;10;0.261047;0.390822;0;0.249942;0;0;0;-1;-5.61022e+210
16;10;0.963279;1.3561;0;0.253298;0;0;0;-1;-3.94022e+292
17;10;0.416286;1.25319;0;0.396945;0;0;0;-1;-3.91408e+230
18;10;0.00694565;0.206923;0;0.372384;0;0;0;-1;-5.50337e+224
19;10;0.029852;0.157931;0;0.871647;0;0;0;-1;-1.53106e+218
20;10;0.0640136;0.144983;0;0.266238;0;0;0;-1;-7.60585e+270
21;10;0.00016945;0.473154;0;0.46794;0;0;0;-1;-6.39425e+275
22;10;0.0321182;0.0599315;0;0.387359;0;0;0;-1;-2.06638e+230
23;10;329.457;329.457;0;0.655136;0;0;0;-1;-4.05388e+226
24;10;106.76;109.465;0;0.523313;0;0;0;-1;-1.05364e+255
