Func;Dim;BestFO;AvgFO;CFOs;Time;SR;GC;DMAtv;BR;PC
1;10;0;0;0;0.0885399;0;0;0;-1;6.15764e-310
2;10;0;0;0;0.0846992;0;0;0;-1;6.45196e-310
3;10;0;0;0;0.0652151;0;0;0;-1;6.23e-310
4;10;34.7803;34.7803;0;0.14273;0;0;0;-1;6.20947e-310
5;10;0;13.3787;0;0.114682;0;0;0;-1;6.73631e-310
6;10;0;0;0;1.93353;0;0;0;-1;6.34634e-310
7;10;0;1.06981e-05;0;0.110085;0;0;0;-1;6.66507e-310
8;10;0;0;0;0.0729468;0;0;0;-1;6.3924e-310
9;10;1.98992;3.01806;0;0.130554;0;0;0;-1;6.64382e-310
10;10;0;0.0249818;0;0.137545;0;0;0;-1;6.29419e-310
11;10;10.1824;30.3422;0;0.192781;0;0;0;-1;6.1609e-310
12;10;0.0134023;0.0445529;0;0.834764;0;0;0;-1;6.60969e-310
13;10;0.0369841;0.0533716;0;0.099821;0;0;0;-1;6.50952e-310
14;10;0.0580078;0.0695077;0;0.105975;0;0;0;-1;6.23416e-310
15;10;0.315769;0.411358;0;0.137158;0;0;0;-1;6.09894e-310
16;10;1.07107;1.22499;0;0.141799;0;0;0;-1;6.73269e-310
17;10;0.416286;1.06267;0;0.179332;0;0;0;-1;6.35223e-310
18;10;0.0321323;0.302056;0;0.163117;0;0;0;-1;6.57641e-310
19;10;0.0108679;0.115454;0;0.676545;0;0;0;-1;6.66849e-310
20;10;0.0130472;0.196625;0;0.147743;0;0;0;-1;6.45106e-310
21;10;0.00904141;0.253787;0;0.206872;0;0;0;-1;6.26915e-310
22;10;0.0259511;0.0608709;0;0.249124;0;0;0;-1;6.44661e-310
23;10;329.457;329.457;0;0.409465;0;0;0;-1;6.45979e-310
24;10;107.144;108.952;0;0.37323;0;0;0;-1;6.2708e-310
25;10;100;141.778;0;0.401461;0;0;0;-1;6.42739e-310
26;10;100.03;100.054;0;3.21385;0;0;0;-1;6.65896e-310
27;10;0.906974;44.6036;0;3.1919;0;0;0;-1;6.17194e-310
28;10;368.739;387.058;0;0.570744;0;0;0;-1;6.87933e-310
29;10;221.537;222.168;0;0.923985;0;0;0;-1;6.74773e-310
30;10;462.307;465.163;0;0.551685;0;0;0;-1;6.84254e-310
